Brand,comments,,,
Nayatel,Sorry but the app doesn't work and had lots of interface issues. If you want I can give 40 minutes presentation to your design team on the problems in your app. I have never come across with such a low quality work in my career of 25 years.,,,
Nayatel,When u started service in batkhela district malakand,,,
Nayatel,Lahore main bhi ajao bhai..,,,
Nayatel,Suia,,,
Nayatel,Package charges????,,,
Nayatel,I am from fsd,,,
Nayatel,Is this app available in Faisalabad ?,,,
Nayatel,Boss lahore me kb tak service aye gi,,,
Nayatel,Sir Sanghar me nayatel internet hai ya nahi,,,
Nayatel,"The nayatel complaint cell is out there to make money without any authentatic solution towards problem. They keep insisting you to make a visit of their staff just to make a 350rs as per visit.
One of their member said that you won’t be charged for such visit after all at the end they added the amount to the bill.Nayatel sucks,seriously. This is such a smart business.",,,
Nayatel,ماشاء اللہ ❤️,,,
Nayatel,Your service is going down often...try to improve it instead of spending millions on marketing 😤🙏✌️,,,
Nayatel,We apologize for the inconvenience. Kindly inbox us your Nayatel User ID and contact details so our Support team may resolve your issue.,,,
Nayatel,Sir Old Airport Fazal Town Phase 2 mai kb services aa rhi hai Nayatel,,,
Nayatel,"Sir old airport fazal town phase 2 py kb net ayga ? kbse request ki hwi hai.. Yaha 10,12 connections Nayatel services ka wait kr rhy.",,,
Nayatel,Kindly note that a tentative timeline cannot be shared at this moment. We hope to serve you in the future.,,,
Nayatel,Sheraz Ali Mir,,,
Nayatel,Ghr otha k right side py kr ly bhai,,,
Nayatel,And what about koral chowk Islamabad it's near Gori town phase 5 Islamabad,,,
Nayatel,"What about Lawyer Town, near Abu Turab Masjid?",,,
Nayatel,Gulbahar Housing Scheme?,,,
Nayatel,nic,,,
Nayatel,"Dear Customer,

Please note you will face outage in NAYAtel services for 06:00 Hours during a maintenance activity on 28-Oct-20 from 00:00:00 PKT to 10:00:00 PKT.

Regards
NAYAtel",,,
Nayatel,"Dear Customer,

Please note you will face outage in NAYAtel services for 08:00 Hours during a maintenance activity on 24-Oct-20 from 00:00:00 PKT to 09:00:00 PKT.

Regards
NAYAtel",,,
Nayatel,"Please note you will face outage in NAYAtel services for 07 Hours during an Emergency Unavoidable maintenance activity on Tuesday 20th October, 2020 from 12:00 AM to 08:00 AM.",,,
Nayatel,"Dear Valued Customer,
In order to provide highest quality of services, a maintenance activity has been started on our Internet Backbone with an expected completion date of 20th October 2020. During this period, NAYAtel services will continue to function as normal through alternate paths. However, some of our valued customers may experience increased latency. As always our efforts will be to minimize any negative impact and ensure high service quality at all times. We request your kind cooperation during this period. Thank you for choosing NAYAtel services.
Regards,
Nayatel",,,
Nayatel,"September 29th

Dear Customer, currently some of our customers are experiencing degradation in internet services due to a technical issue. Our engineers are already working on the resolution of the problem. We are sorry for the inconvenience and appreciate your patience. Thank you.",,,
Nayatel,Its a norm and routine to face minimum 8hrs outage once a week. And when you call the technical support to inquire about they have no clue about it and they thank you for informing them 🤣,,,
Nayatel,Charges,,,
Nayatel,Rawalpindi Dhoke Ratta ma ha ya nahi?,,,
Nayatel,Gujar Khan kab aye gay,,,
Nayatel,G,,,
Nayatel,Railview housing society executive villas wazir town chaklala mn status??,,,
Nayatel,sir koi disccount hu dakta hai student k liye,,,
Nayatel,Is it available in street 16A ghauri Town phase 4a,,,
Nayatel,U should extend ur network to sector D12 also,,,
Nayatel,Thank you for showing interest in our services. We are continually working on expanding our services. We hope to serve you soon.,,,
Nayatel,New connections price,,,
Nayatel,When in LAHORE,,,
Nayatel,Is it available in phase 5-b ghouri town???,,,
Nayatel,Please also provide your service in ghouri phase 7.,,,
Nayatel,Try to end our wait as well in Sector G15 Isb.,,,
Nayatel,Sir ghauri town vip ma ap logo ka service nhe kia,,,
Nayatel,Please start ur services in samar zar colony adyala road,,,
Nayatel,Thank you for showing interest in our services. This is to inform you that currently we are not available at the desired location.,,,
Nayatel,"Very expensive packages.
Better to use mobile network packages and use Hotspot for data sharing.
Zong is giving 120gb in 1400Rs per month.",,,
Nayatel,جي,,,
Nayatel,Muzammil Hussain ye lagwao. Bohat level ka he,,,
Nayatel,Ali Khan kyu tarsa rahay ho,,,
Nayatel,Ghauri town VIP Block,,,
Nayatel,Muhammad Sohail,,,
Nayatel,ghauri town street 16 - A,,,
Nayatel,Sir old airport fazal town phase 2 py kb net ayga ? kbse request ki hwi hai,,,
Nayatel,"Old airport fazal town phase 2 py kuch 10,12 connections lagwna chahty hai but apki services ni hai.",,,
Nayatel,sabr ka phal meetha hota hai,,,
Nayatel,Boss when in VIP-Ghouri Town,,,
Nayatel,Seeing some diggin near street 6 bahria town phase 4 and Nayatel banner.....will you start your services in phase 4 soon?,,,
Nayatel,Kindly note that confirmation cannot be shared at this moment. We hope to serve you in the future.,,,
Nayatel,Any plan for ghouri 4c/2 ?,,,
Nayatel,Hello Nayatel team are you go guys Also located at Gangal West Because Ghauri town is in Gangal East Please,,,
Nayatel,Malik Muhammad Malik M. Nasir Awan Any Plan?,,,
Nayatel,Any idea in Gulbhar colony near airport society???,,,
Nayatel,"great, we number of users are anxiously waiting in Umar Block, Phase 7 as well.",,,
Nayatel,Please extend your infrastructure to 5B as well as its next to 4a.,,,
Nayatel,Shaheen town mn ha,,,
Nayatel,Ghouri Town phase 4 /30A mai Available hai,,,
Nayatel,Plz tell me Installation charges?,,,
Nayatel,Muhammad Awais Shabbir,,,
Nayatel,Whats about 4B?,,,
Nayatel,Nab Eel dakh,,,
Nayatel,Sibtain Sabir Kharal Mahar Kamran Lohanch,,,
Nayatel,Dani Anjum :o,,,
Nayatel,Awesome❤❤,,,
Nayatel,Fabulous😍😍,,,
Nayatel,Outstanding👌👌,,,
Nayatel,Mirza Mujtaba Ali,,,
Nayatel,Ghauri Model Town main ha kia,,,
Nayatel,I have a requiement for Nayatel connection. Pls ask your team to contact me ...,,,
Nayatel,What about gangal east?,,,
Nayatel,kiya phase 4A street no 6A py hy kiya?,,,
Nayatel,What about Ghauri Town VIP Block??,,,
Nayatel,What about ghuri town phase 4b,,,
Nayatel,Ghouri town phase 7 ka b sochian.,,,
Nayatel,Muhammad Khizer Javed,,,
Nayatel,Yasir Hussain,,,
Nayatel,What about 4b ?,,,
Nayatel,Please start ur service in Ghouri Garden isiamabad,,,
Nayatel,Internet masle kar rha ha aap ka aaj kal,,,
Nayatel,Apologies for the inconvenience. Please inbox your User ID. Our technical team will get back to you shortly.,,,
Nayatel,"I am paying your bill through NBP app where is there logo ?

Nayatel",,,
Nayatel,Kindly elaborate your query.,,,
Nayatel,Logon Ko bewqoof Banaty Hain,,,
Nayatel,PTCL say be buri Service Hay in ki Faisalabad main,,,
Nayatel,mera 3 Month say connection hi nahin lagaya,,,
Nayatel,Wahday pa Wahda Kiaya jaa rahain hain,,,
Nayatel,3 Month Mera Business Loss karwaya,,,
Nayatel,Mera Jo Bahi Nayatel ka connection Lena Chahta Hay wo is sy bahtar hy ky Storm Fiber ya pher PTCL ka connection lagwa lay,,,
Nayatel,Shut Down France 24,,,
Nayatel,Nayatel It’s not fair it should be for 24 hours in package,,,
Nayatel,"Total zalatat , nayatel no bacome ptcl part 2",,,
Nayatel,Nayatel Is the BOD subscription of 150 Mbps both for download and upload? Or the download and upload bandwidth would be different? Please confirm.,,,
Nayatel,They are as per the package. Please visit our website for further package and details.,,,
Nayatel,Nayatel ki services Taxila mein hein?,,,
Nayatel,"Net aye tou sai, 4 dino se chal raha hai ni xD",,,
Nayatel,Cost for new internet connection?,,,
Nayatel,Packages detail,,,
Nayatel,Ap may or ptcl may zada farkh nae raha ab ! Balkay ptcl aplogo say bhetar hogya hai. Due to unavailability of net for three hours i lost my client ! Pathetic quality and reliable services since last ramazan.,,,
Nayatel,Nayatel available in Millat town B block??,,,
Nayatel,You can using 8.8.8.8 and 8.8.4.4 for better and faster internet experience.,,,
Nayatel,"Why do we have to pay 150rs extra just for low ping when we already pay enough for your services..?!?
Valorant Bahrain server launched today and the ping is still high on Nayatel whereas all other ISPs are enjoying low pings
Is there anything you can help me with?
without upgrading to optimus??",,,
Nayatel,"There is currently a maintenance activity on one of our uplinks. The activity will end on 20th October.

With Optimus you can optimize your routes as per your destination. With Optimus, you can optimize your routes towards Bahrain servers.",,,
Nayatel,Kia Nayatel ki bhi maintenance chal rahi hai??,,,
Nayatel,"Due to maintenance activity on our uplink till 20th October, internet issue might be faced to some of our users at peak times.",,,
Nayatel,Pubg,,,
Nayatel,"I m facing
lag n high pings and i
also Subscribe Optimus
Zero Internet for Gaming trust new Customers i m also Nayatel Customer hope u understand",,,
Nayatel,Facing high ping issue while playing PUBG,,,
Nayatel,Muhammad Talha Anjum,,,
Nayatel,Muhammad Ahmed Akram,,,
Nayatel,Nayatel day b day dasi ptcl banta ja Raha hy,,,
Nayatel,Aap logo ki digital/hd service bohat expensive hai. Analog cable charges + digital cable charges + tax.. ye normal digital cable se ziada expensive hai aur channels b digital cable ae kam hain. Digital cable is offering 189 channels in scheme 3.,,,
Nayatel,Can you please share the complete packages in my inbox?,,,
Nayatel,Share the complete amount and packege,,,
Nayatel,"Cable Tv and Internet not available since 6 pm, for god sake provide 24/7 service for resolving zero connectivity issues at least 🙏🏻🙃",,,
Nayatel,We apologize for the inconvenience. Kindly inbox us your Nayatel User ID and contact details,,,
Nayatel,Started pricing,,,
Nayatel,Rawalpindi ka be kuch karo,,,
Nayatel,Which company of WiFi device,,,
Nayatel,V nice,,,
Nayatel,"But most devices are 2.4GHz and NOT 5GHz, so this device 5GHz is useless.",,,
Nayatel,"گرجا چاکرہ روڈ پر مجھے کنکشن چاہیے
اپکی کیبل میرے گھر سے تھوڑی دور ہے",,,
Nayatel,Shaikhupura Road Manawala National Colony mein bhi services dein plzzzzz,,,
Nayatel,Thank you for writing to us. Expansion delays are subjected to limitations in some areas as these require administrative work which makes us dependent on other authorities. We are continually working on expanding our services. We hope to serve you soon.,,,
Nayatel,I needed one device. In contact number,,,
Nayatel,Bari Imam,,,
Nayatel,What is the coverage area of wifi signal at 5Ghz frequency of your router? I have a dual band router its wifi range @5Ghz is hardly 10-12 sq feet.,,,
Nayatel,Khurianwala main ye Service Available hai,,,
Nayatel,How can i get this?,,,
Nayatel,Come in f-17-2 Islamabad because in our society lots of people want your internet please reply,,,
Nayatel,Pawaka village near university road staso sara pa line shta?,,,
Nayatel,Charsadda ma service available hai,,,
Nayatel,https://www.facebook.com/104157649931338/posts/1312251979121893/?app=fbl,,,
Nayatel,Ye tou 5k ka de rahe bhai 5GHz Hassaan Ali Mehmood Ali,,,
Nayatel,Pakeg rate kya ha,,,
Nayatel,Fawad Ali,,,
Nayatel,Hamad Khan,,,
Nayatel,what's the maximum we can achieve on 5Ghz router ?,,,
Nayatel,"What about the old device, we are already paying for? It would be better if you give some sort of replacement offer!",,,
Nayatel,This is an additional device.,,,
Nayatel,Can we use Nayatel Equipment in PTCL coz we don't have Nayatel in our area?,,,
Nayatel,This router can be used with PTCL also,,,
Nayatel,Muhammad Safi Ullah Atfab spam kr inna dy platforms ty,,,
Nayatel,"Nayatel
ElahiAbaad Street # 08 main aao yr jaldeeeee",,,
Nayatel,Rehman Chaudhry,,,
Nayatel,Is the service available in fazal town phase 1 Rawalpindi,,,
Nayatel,please visit our website https://nayatel.com/,,,
Nayatel,how does it works is it on fiber or wireless,,,
Nayatel,It gets connected to ONT through LAN cable and devices can connect to this router through LAN cable or WiFi.,,,
Nayatel,Please bring your service in bhakkar Punjab,,,
Nayatel,Thank you for showing interest in our services. We hope to serve you in the future.,,,
Nayatel,avoid using 5ghz band its killer frequency.,,,
Nayatel,No of channel?,,,
Nayatel,Faisalabad airport chok me server ha,,,
Nayatel,Instalment charger buhat ziada ha apky,,,
Nayatel,Grap and kindly increase your coverage area I've been hearing from you guys about your coverage area for like 1 year,,,
Nayatel,Kiya guaranty he 100mbs tak jany ki any proof 🤔🤔,,,
Nayatel,Niccc,,,
Nayatel,Do you have Internet facility in wah cantt,,,
Nayatel,Mardan may hy?,,,
Nayatel,Is this service available in Peshawar?,,,
Nayatel,Isn't this for 5G,,,
Nayatel,Kya faida selected areas mein he ap service provide karty hain,,,
Nayatel,Aaz Zam,,,
Nayatel,Mahad Bin Irshad ye kaisa hai?,,,
Nayatel,Installments per sasti aur full price per mehengi. 👍👍,,,
Nayatel,"Your services aren't available in my area
Kindly make it available please",,,
Nayatel,But mostly devices won't pick 5GHz frequency due to their limited frequency capability.,,,
Nayatel,Sir jung road by passs sadhar 67 jb ma servic ha,,,
Nayatel,Bekar Company,,,
Nayatel,Fazool compny,,,
Nayatel,Advance kitna hai ...,,,
Nayatel,"This router is available in easy installments of Rs. 390/month for 12 months or at the full price of Rs. 4,750",,,
Nayatel,"You do not get range on 5ghz frequency. Therefore whilst you get better stable speeds, you won't be able to connect to your WiFi pass 200 ft or so.

2.4ghz is just fine for all our needs",,,
Nayatel,Danish Khan,,,
Nayatel,New router??,,,
Nayatel,Kindly give me your Peshawar office contect number ..thanks,,,
Nayatel,GPon?,,,
Nayatel,"Sorry to say but u guys are just getting like ptcl no stable connection,poor speed and trouble network..",,,
Nayatel,Disruptive network from last 2 days specially at day time,,,
Nayatel,Is it modem. In which optical fiber will connect,,,
Nayatel,Tahawwar Ul Qayyum,,,
Nayatel,"Please offer your services in DHA-2, Islamabad. All the services here are pathetic.",,,
Nayatel,Monthly payment ?,,,
Nayatel,The router is available in installments of Rs. 390/month for 12 months,,,
Nayatel,"have u available in my area? Ghulam Muhammad abad, Faisalabad",,,
Nayatel,Do you have a wireless phone connection.,,,
Nayatel,No,,,
Nayatel,Asif Khan YousafZai,,,
Nayatel,Intersted,,,
Nayatel,Bhai ya coverage area thora ziada kr lo or ha add dena band kr do,,,
Nayatel,Is pa wifi chala ga ksa,,,
Nayatel,"Yes, This is a Wifi Router.",,,
Nayatel,Pkj krvana para ga,,,
Nayatel,Please inbox us your complete address along with the contact information.,,,
Nayatel,avial in barakahu mangu town,,,
Nayatel,Muhammad Hilal,,,
Nayatel,"Yikes, does it replace the 20k ONT device?",,,
Nayatel,It is an add on which works as an extension.,,,
Nayatel,Shahbaz Khan,,,
Nayatel,I need a new connection,,,
Nayatel,Contact me,,,
Nayatel,I want a new connection,,,
Nayatel,"Serice available at Gulbahar no 2, Nazr bostan baba road",,,
Nayatel,Please let me know about this device,,,
Nayatel,please bring naya tel to nowshera jallozai where the net is not good enough for games video call etc...we will support u just bring your connection here,,,
Nayatel,Ahmad Niaz 😇,,,
Nayatel,"Cable Tv and Internet not available since 6 pm, for god sake provide 24/7 service for resolving zero connectivity issues at least 🙏🏻🙃
Airport Society Rawalpindi",,,
Nayatel,Interested,,,
Nayatel,apna Nmbr send kren Shekhupura Road ky liye,,,
Nayatel,Adeel Shahid Ada ye ptaaa kren,,,
Nayatel,Asma Khalid ye lazmi lagwana,,,
Nayatel,Main driving ke liye application thi yah number Mera Hai 03007190613,,,
Nayatel,Please provide us the service in chamkani Peshawar. Kindly grow your service fast 🙂. Best of luck.....,,,
Nayatel,Faisalabad islamiapark mai kb tak aye gi,,,
Nayatel,"Kindly note that no tentative timeline can be given at the moment. However, our team is working on expansion. Kindly stay tuned for updates.",,,
Nayatel,Sir Peshwar ky sath kohat me kab tk avalible hogaa,,,
Nayatel,Momen Khan Kindly note that a tentative timeline cannot be shared at this moment. We hope to serve you in the future.,,,
Nayatel,Noor Pura Satyana Road Faisalabad,,,
Nayatel,Noor Pura Satyana Road Faisalabad 😡,,,
Nayatel,Faisalabad islamiapark,,,
Nayatel,"SALAM, Sir I want naytal net services in fazal town phase 2 rwp",,,
Nayatel,Increase your offer,,,
Nayatel,Ye kam hota ja raha ha waqt ke sath sath 😂,,,
Nayatel,"ive been customer for past 3 years, actually i was the first person to get connection when it was introduced in my area. And in last 3 years this is the first time I need help. I am moving home and connection needs to be moved. I called several times and emailed everyone regarding this. I got an email back saying team will visit you. Its been number of days no one has called or contacted me regarding this issue.
really disappointed and issue still pending.",,,
Nayatel,"Dear Mohsin, Your case was already forwarded to the concerned field team. We have updated the Ticket and team will contact you in the morning.",,,
Nayatel,"Sir, Old Airport Fazal Town Phase 2 pay service kbse arhi hai?",,,
Nayatel,"Adnan Nouman Kindly note that no tentative timeline can be given at the moment. However, our team is working on expansion. Kindly stay tuned for updates.",,,
Nayatel,"You have to followup for this referral award million times like you are begging for it.
I won't refer any new connection now.",,,
Nayatel,Price ?,,,
Nayatel,R u guys in Hyderabad,,,
Nayatel,Please reply to messenger,,,
Nayatel,What this network📡 available in Faisalabad,,,
Nayatel,Thank you for showing interest in our services. You can check the availability of Nayatel connection at https://nayatel.com/coverage-area/,,,
Nayatel,We want so please info,,,
Nayatel,"Sir, pocket loss ka issue aarha ha 2 week sa...!

Koi soluction nh?",,,
Nayatel,Please share the WINMTR traces with us towards the destination.,,,
Nayatel,"Khuda k liye hamari gali main b lay ao....
12 Galian door hai...
Or Keh rahay hain abi available nahi...",,,
Nayatel,Pkg? Or installment charges kitny ap k ?,,,
Nayatel,"For details on first time charges, kindly visit: https://nayatel.com/upfront-charges/ or call 111 11 44 44 ext. 2 for details.",,,
Nayatel,Job k lye email bhejdi koi reply hi nh,,,
Nayatel,Nayatel add NBP Digital as well in your payment option method,,,
Nayatel,Thank you for your feedback. Your comments have been noted and forwarded to relevant teams.,,,
Nayatel,When we generated bil,,,
Nayatel,Javed Lodhi,,,
Nayatel,Saji,,,
Nayatel,1000 per month and for 10 months ?????,,,
Nayatel,Yes.,,,
Nayatel,Is it running with internet? And my second question is that is it running with Internet Internet is compulsory for this?,,,
Nayatel,"Internet is not compulsory for Joy Box. However, for internet related applications such as Youtube and Netflix, internet is required.",,,
Nayatel,Is it available at ring road abasyn university peshawar area.,,,
Nayatel,Please visit: https://nayatel.com/coverage-area/ or call: 051 111 11 44 44 ext. 2 for details.,,,
Nayatel,Ye Nayatel company private hai yaa government ke agr private hai tu ye tex ks chezz ka laa rha hn??,,,
Nayatel,Is it available in lathianwala f/abad,,,
Nayatel,"is there any chance of getting ur services in sector B, phase 8 bahria town rawalpindi in near future??",,,
Nayatel,O bhai Peshawar sadr cant me line dal do 🤔,,,
Nayatel,"Nayatel, PATHETIC Customer care service, not having internet trouble solved from last 3 days and customer support not even bother to reply and not even trying to understand what's the issue I'm facing regarding internet.",,,
Nayatel,We apologize for the inconvenience caused. Kindly inbox us your User ID and contact number so that our technical team may assist you.,,,
Nayatel,Khurrianwala me cabling ho gae hy par conection ku ni dy ry,,,
Nayatel,Sir.we want to get this cable connection.what is the procedure..I live in G-6/2...I m waiting for urs reply with full payment package...,,,
Nayatel,After 14 months How much you will Charges?,,,
Nayatel,Rs. 300/month for 14 months.,,,
Nayatel,Nayatel Mr. Wahaj Siraj when Nayatel is coming to Bahria Town Islamabad Phase 3 and 4?,,,
Nayatel,10 mbps unlimited bill in faisalabad,,,
Nayatel,"For Packages details, please visit us at https://nayatel.com/home-packages/ or call 051 111 11 44 44 ext. 3",,,
Nayatel,charsadda area?\,,,
Nayatel,sargodha?,,,
Nayatel,Thank you for showing interest in our services. This is to inform you that our services are not available at your desired location. We hope to serve you soon.,,,
Nayatel,Rawalpindi main sarvice dean aap Sadqabad police station near jamiyaa colig,,,
Nayatel,I want in Peshawar saddar,,,
Nayatel,when it will launch in KPK ?,,,
Nayatel,Main internship krna chta hn naya tel main koi chance hai,,,
Nayatel,"For job related queries, kindly visit http://career.nayatel.com/, email your resume to hr@nayatel.com or contact HR at 051 111 11 44 44 ext. 100",,,
Nayatel,not available payment through these banks only jazzcash n easypaisa is there when in banks if ask for nayatel payments they says not available,,,
Nayatel,NBP ka logo q nai lagaya ???,,,
Nayatel,Give me mobile number,,,
Nayatel,You may call 111 11 44 44 ext. 2 for details,,,
Nayatel,Cable connection in khurrianwala,,,
Nayatel,You can check the availability of Nayatel connection at https://nayatel.com/coverage-area/,,,
Nayatel,Taxila mai hai internet survive,,,
Nayatel,"Muzzamil Alvi Kindly note that no tentative timeline can be given at the moment. However, our team is working on expansion. Kindly stay tuned for updates.",,,
Nayatel,Waqar Kaleem,,,
Nayatel,worst whatsapp customer support ever !!,,,
Nayatel,"Dear Mr. Danyal, our Whatsapp support number is solely for queries over text messages. For on call support, you may call us at our helpline 051 111 11 44 44. Our helpline is available round the clock.

Regarding the reported issue, kindly DM us your details so that our technical team may assist you.",,,
Nayatel,Changez Khan,,,
Nayatel,I need internet service. Are you available in swabi???,,,
Nayatel,"Brilliant kindly share the price inclusive of Taxes ,or this is with basic package or not ?",,,
Nayatel,Please email at sales@nayatel.com or call at 111-114-444 ext 2 for details,,,
Nayatel,Plz apni sarvice ko full Rawalpindi main acctive krn,,,
Nayatel,Thank you for your interest. Our team is working on the expansion. Kindly stay tuned for updates.,,,
Nayatel,Kindly activate/add parental control features on HD device,,,
Nayatel,Your suggestion is duly noted.,,,
Nayatel,Nayatel waly bhi ptcl k naqsheqadam p chlna strt ho gy hn... Thaki hoi services,,,
Nayatel,"Pathetic services you guys have.
Just a lodged a compaint of my fiber box hanging down due to shitty work services by your team.
And then you gave me time of 10 hours of reconfirmation? Bullshit",,,
Nayatel,Rawalpindi k bhot area main ap logo ki service ni ha asa kyou ha,,,
Nayatel,"Zafar ul haq road Rawalpindi near government degree college for women
K area main service kab tak aye gi",,,
Nayatel,I need know,,,
Nayatel,"Muhammad Usman
Thank you for showing interest in our services. You can check the availability of Nayatel connection at https://nayatel.com/coverage-area/",,,
Nayatel,"Sorry, We cant.",,,
Nayatel,I’m from bahria how can I contact ur helpline,,,
Nayatel,Sahil Deswani Thank you for showing interest in our services. This is to inform you that currently we are not available at the desired location.,,,
Nayatel,why only ‘’Faisalabad based customers get 40Mbps BOD night session free’’?,,,
Nayatel,Th ere should be an option to block content not entire websites:/ you tube has so much inappropriate content but it also has educational stuff. Very difficult to monitor kids. Please work on it. A way where we can block content containing specific words etc ..,,,
Nayatel,"worst kind of internet service
very poor.",,,
Nayatel,One of the very best ISPs of Pakistan! Anyone who says otherwise is deluded.,,,
Nayatel,"Nayatel, how can I apply for your telephone service? I'm already your internet and cable customer. Kindly guide me. Thanks.",,,
Nayatel,Engr Mateen Phone configurations are required to be verified from backend prior to that.,,,
Nayatel,Sector E phase 8 bahria town Rawalpindi....?,,,
Nayatel,"Bilal Hussain
Kindly note that a tentative timeline cannot be shared at this moment. We hope to serve you in the future.",,,
Nayatel,"installed the app, but received no otp on mobile or email
can't register",,,
Nayatel,Main banigala Barakhu Rd need 6 conection main line passing through,,,
Nayatel,Mansoorabad Fsd?,,,
Nayatel,NEED TO INSTALL TV CABLE 03465316511...,,,
Nayatel,Impressive option,,,
Nayatel,Your comments have been forwarded to concerned team. They will get back to you shortly.,,,
Nayatel,overpriced,,,
Nayatel,Sir new jobs kb alert honqay,,,
Nayatel,03025527557 cal me,,,
Nayatel,Please elaborate your query so that concerned team may get back to you.,,,
Nayatel,Ya City villas kahan hai? LOL,,,
Nayatel,Pindi main samsabad main aap ki sarvice kab ae gi,,,
Nayatel,"Thank you for showing interest in our services. Kindly note that no tentative timeline can be given at the moment. However, our team is working on expansion. Kindly stay tuned for updates.",,,
Nayatel,ali nawaz chowk near zafar ul haq road service avalible??,,,
Nayatel,What about Umer Block Phase 8 Bahria town,,,
Nayatel,Wat abt naval anchorage in jklm blocks???,,,
Nayatel,Where is ur office in Rawalpindi?,,,
Nayatel,"Saeed Plaza, Adamjee Road
Opposite old Varan Bus Station,
Saddar, Rawalpindi",,,
Nayatel,"Please expand your services in Bahria Town, Rawalpindi, Phase 8, sector F 1",,,
Nayatel,Thank you for showing interest in our services. Our team is working on expansion. Kindly stay tuned for updates.,,,
Nayatel,Is nayatel connection available in DHA Phase 5 Isd area?,,,
Nayatel,What about Mah ni ban kallar syedan road Rawat,,,
Nayatel,distt charsadah k lye,,,
Nayatel,will you provide internet services in sialkot ?,,,
Nayatel,Yes. Our team is working on expansion. Kindly stay tuned for updates.,,,
Nayatel,What about saddiqabad shafiq colony?,,,
Nayatel,Dhok paracha?,,,
Nayatel,Scheme3 dhok chodiran near educator school servc avlbl?,,,
Nayatel,"DEAR NAYATEL:-
for reference my id - u-burhanqureshi1136
and its like 7 years we are in relataiton of trust for internet and your up going services, but i dont realized that what happened now, in short words you guys shameless and more then some thing because now you guys appoint(JAHIL TAREEN) people those have no sense you guys bullied your name in market thats why now you take ur clients on this way so so shame full , please share with me your SECURITY head Number or email, or ring me back 03475000683,
and i am sharing some pictures with u guys u know ur employee crating what kind of mess in front of my house please im waiting for ur response urgent plz

THANKS
BURHAN QURESHI
0347 5000683
0345 5241136",,,
Nayatel,"Dear Customer, Apologies for the inconvenience, Please inbox us your concern and we will have it resolved. Thank you!",,,
Nayatel,"Not much professionals yet to handle hosting related services.
don't put your head in everything, focus on your core services. these are also getting affected",,,
Nayatel,Usman Buzdar,,,
Nayatel,Isi lie to pakistan ka ye hal hai. Nayatel providing new era of internet in pakistan. Strongly condemnable.,,,
Nayatel,Ahmad Suhail,,,
Nayatel,"Sir en gutter k keeron ko kya pata taraqi kesy krni hai, yh to bs sika phenkay ki dair hai foran jhuk jatay hain!",,,
Nayatel,NAYAtel we are with you. Waiting your services in lahore also inshAllah.,,,
Nayatel,Pakistan isi lye tech field mai pechay hai kiuke har bandar kay hath mai govt ustra pakra daiti hai,,,
Nayatel,"Ahmer Ali see, I was telling you about this.",,,
Nayatel,"Shameful behaviour, these public servants behave as they are rulers instead.",,,
Nayatel,"Imran Khan
Usman Buzdar

O pai j tabdeeli",,,
Nayatel,"Aise logo ko ghar me apne bache wifi ka password bari mushkil se dete hain aur bahar dekho...unethical tola at thw top of every department, doesn't know where the world is leading.",,,
Nayatel,"PTAPA کس مقصد کے لیے بنائی گئی ہے؟
کیا پاکستان میں کوئی ایسی آرگنائزیشن نہیں جو ٹیلی کام انڈسٹری کو سپورٹ کرتی ہو؟",,,
Nayatel,TAILI MALIK,,,
Nayatel,TAILI CLERK to billionaire,,,
Nayatel,Syed Muhammad Affan if you can highlight the issue,,,
Nayatel,Nayatel best service provider in Pakistan we are with you .,,,
Nayatel,Pakistan ka faida ho raha tha iss liye ye meeting nae ho saki kaamyaab 😬😬,,,
Nayatel,Bhai in chutiyo ko choro ye sari hakumat hi mc he ap sadiqabad me net lao yar,,,
Nayatel,"this highly unacceptable but can you please have a check and balance on the service being provided to current customers ??? Sometimes the service gets such worse that even a low resolution video keeps buffering.. but sometimes it works perfect.. it never happened before pandemic. But sadly, now it is just a daily routine I would say..",,,
Nayatel,Aooo zaraa Lahore main ... Yahaan local cable operator hi jaan nhi chorhain gy... Wires kaat detay Hain ... Experiencing it with Strom fiber,,,
Nayatel,Log complaint in citizen portal as well.,,,
Nayatel,Waiting for your service in Bahria Town phase 8 Sector P for about two years now.,,,
Nayatel,"Anybody investing and working for public interest in Pakistan is a fool
Dont do any business that gives benefit to people just trading",,,
Nayatel,NayaTel is making a great difference in bringing about a revolutionary digital era in Pakistan... We standby the NayalTel and condemn such a brusque behaviour of a temporary bureaucrat... this insulting attitude towards an investor clearly shows a voracious call for bribe and corruption. Shame on such a bureaucracy.,,,
Nayatel,Mr Mudassar Riaz Malik MD PSIC did the right thing. Nayatel exploits young fresh graduates. Acha kia hai inkay sath.,,,
Nayatel,Pakistan never came out of the colonial mindset. The officials think of themselves as a separate breed. Maybe what this individual wanted was a bribe.,,,
Nayatel,"Report this to PM...
Ur owner is a close frnd of PM ..

Or complain on citizenship portal",,,
Nayatel,"That's the problem with our country. We discourage investors and then cry about investment issues.
This colonial mindset is present in each and every segment of Life here.",,,
Nayatel,All government sectors have this problem of bribery Napotism. In govt sector a faithful employee can never grow and get promoted.,,,
Nayatel,"Serves you well. The type of pathetic service you are offering, you should never be allowed to expand Nayatel Wahaj Siraj",,,
Nayatel,"pindi to pora kar loo bhai
worst planning team of urs location dhoke paracha 6th road rwp",,,
